ville,date,temperature,humidite,pluie,vent,description,score_meteo,ideal_temp,low_rain,low_wind
Antalaha,2022-02-25,30.1,88.0,1.3,11.2,inconnu,33,False,False,True
Antalaha,2022-02-26,30.0,88.0,25.7,11.3,inconnu,7,False,False,True
Antalaha,2022-02-27,28.6,89.0,10.0,11.5,inconnu,4,False,False,True
Antalaha,2022-02-28,28.2,89.0,26.5,12.6,inconnu,2,False,False,True
Antalaha,2022-03-01,29.2,90.0,10.8,10.5,inconnu,6,False,False,True
Antalaha,2022-03-02,29.2,88.0,6.7,10.8,inconnu,16,False,False,True
Antalaha,2022-03-03,29.2,89.0,6.3,11.2,inconnu,16,False,False,True
Antalaha,2022-03-04,29.3,89.0,17.8,12.8,inconnu,4,False,False,True
Antalaha,2022-03-05,30.3,88.0,15.2,9.9,inconnu,8,False,False,True
Antalaha,2022-03-06,30.3,84.0,2.9,17.7,inconnu,27,False,False,False
Antalaha,2022-03-07,29.0,88.0,26.6,12.4,inconnu,4,False,False,True
Antalaha,2022-03-08,26.5,92.0,67.1,27.0,inconnu,0,True,False,False
Antalaha,2022-03-09,29.8,89.0,5.4,10.9,inconnu,21,False,False,True
Antalaha,2022-03-10,28.3,91.0,20.4,10.6,inconnu,3,False,False,True
Antalaha,2022-03-11,29.0,88.0,7.8,19.7,inconnu,9,False,False,False
Antalaha,2022-03-12,29.2,87.0,3.7,16.7,inconnu,22,False,False,False
Antalaha,2022-03-13,28.1,86.0,14.4,20.4,inconnu,0,False,False,False
Antalaha,2022-03-14,25.8,91.0,28.1,16.4,inconnu,0,True,False,False
Antalaha,2022-03-15,27.4,92.0,20.8,14.5,inconnu,0,True,False,True
Antalaha,2022-03-16,28.5,87.0,3.3,13.7,inconnu,22,False,False,True
Antalaha,2022-03-17,28.6,89.0,3.1,11.8,inconnu,24,False,False,True
Antalaha,2022-03-18,28.6,89.0,0.5,14.1,inconnu,30,False,True,True
Antalaha,2022-03-19,29.1,89.0,4.6,11.8,inconnu,21,False,False,True
Antalaha,2022-03-20,28.2,89.0,6.5,11.3,inconnu,13,False,False,True
Antalaha,2022-03-21,28.9,80.0,2.6,19.8,inconnu,26,False,False,False
Antalaha,2022-03-22,28.4,84.0,7.8,18.3,inconnu,8,False,False,False
Antalaha,2022-03-23,29.5,85.0,3.2,19.0,inconnu,24,False,False,False
Antalaha,2022-03-24,29.4,88.0,8.7,17.6,inconnu,7,False,False,False
Antalaha,2022-03-25,28.9,89.0,0.9,14.0,inconnu,30,False,True,True
Antalaha,2022-03-26,28.9,89.0,0.7,15.3,inconnu,30,False,True,False
Antalaha,2022-03-27,29.0,86.0,1.5,12.6,inconnu,30,False,False,True
Antalaha,2022-03-28,28.9,89.0,0.4,10.2,inconnu,34,False,True,True
Antalaha,2022-03-29,28.6,88.0,1.6,16.2,inconnu,27,False,False,False
Antalaha,2022-03-30,29.3,87.0,11.9,15.9,inconnu,3,False,False,False
Antalaha,2022-03-31,27.3,90.0,9.7,13.8,inconnu,0,True,False,True
Antalaha,2022-04-01,26.4,88.0,14.7,18.7,inconnu,0,True,False,False
Antalaha,2022-04-02,28.8,84.0,5.7,17.1,inconnu,15,False,False,False
Antalaha,2022-04-03,30.4,83.0,0.5,20.9,inconnu,34,False,True,False
Antalaha,2022-04-04,29.9,88.0,2.9,11.2,inconnu,28,False,False,True
Antalaha,2022-04-05,29.4,89.0,2.1,15.1,inconnu,27,False,False,False
Antalaha,2022-04-06,29.6,89.0,3.5,20.1,inconnu,23,False,False,False
Antalaha,2022-04-07,28.9,89.0,8.6,14.0,inconnu,7,False,False,True
Antalaha,2022-04-08,27.6,91.0,10.4,16.3,inconnu,0,True,False,False
Antalaha,2022-04-09,28.6,85.0,0.4,20.7,inconnu,31,False,True,False
Antalaha,2022-04-10,28.4,84.0,3.0,19.5,inconnu,22,False,False,False
Antalaha,2022-04-11,25.8,89.0,15.2,18.5,inconnu,0,True,False,False
Antalaha,2022-04-12,28.6,82.0,0.7,22.9,inconnu,30,False,True,False
Antalaha,2022-04-13,28.3,84.0,4.4,18.2,inconnu,18,False,False,False
Antalaha,2022-04-14,28.9,86.0,3.1,20.5,inconnu,23,False,False,False
Antalaha,2022-04-15,28.4,88.0,14.8,19.4,inconnu,1,False,False,False
Antalaha,2022-04-16,28.4,84.0,5.4,21.1,inconnu,15,False,False,False
Antalaha,2022-04-17,29.0,83.0,0.7,20.4,inconnu,31,False,True,False
Antalaha,2022-04-18,29.3,81.0,0.2,22.7,inconnu,34,False,True,False
Antalaha,2022-04-19,29.5,83.0,3.8,20.1,inconnu,23,False,False,False
Antalaha,2022-04-20,27.4,91.0,38.9,22.5,inconnu,0,True,False,False
Antalaha,2022-04-21,24.9,94.0,56.9,17.6,inconnu,0,True,False,False
Antalaha,2022-04-22,27.8,90.0,4.1,15.5,inconnu,17,True,False,False
Antalaha,2022-04-23,27.3,89.0,8.7,15.3,inconnu,2,True,False,False
Antalaha,2022-04-24,27.3,85.0,34.0,17.7,inconnu,0,True,False,False
Antalaha,2022-04-25,27.6,81.0,1.2,17.8,inconnu,26,True,False,False
Antalaha,2022-04-26,27.8,82.0,2.3,14.4,inconnu,24,True,False,True
Antalaha,2022-04-27,27.4,89.0,0.7,10.5,inconnu,29,True,True,True
Antalaha,2022-04-28,28.5,86.0,4.2,19.8,inconnu,19,False,False,False
Antalaha,2022-04-29,28.2,78.0,0.0,20.2,inconnu,32,False,True,False
Antalaha,2022-04-30,27.1,84.0,0.0,16.2,inconnu,28,True,True,False
Antalaha,2022-05-01,28.0,89.0,0.2,17.1,inconnu,29,True,True,False
Antalaha,2022-05-02,28.2,83.0,0.4,18.2,inconnu,30,False,True,False
Antalaha,2022-05-03,27.7,83.0,0.9,21.4,inconnu,27,True,True,False
Antalaha,2022-05-04,27.9,81.0,0.7,21.2,inconnu,29,True,True,False
Antalaha,2022-05-05,27.8,80.0,0.8,22.7,inconnu,28,True,True,False
Antalaha,2022-05-06,28.3,86.0,3.4,18.2,inconnu,21,False,False,False
Antalaha,2022-05-07,27.5,88.0,1.9,15.0,inconnu,23,True,False,False
Antalaha,2022-05-08,27.0,87.0,1.0,13.8,inconnu,25,True,False,True
Antalaha,2022-05-09,27.4,88.0,1.4,12.2,inconnu,26,True,False,True
